# Program:featureCounts v1.4.6-p3; Command:"/usr/local/bin/subread-1.4.6-p3-Linux-x86_64/bin/featureCounts" "-p" "-t" "gene" "-g" "ID" "-T" "16" "-s" "1" "-a" "results/counts/gencode.gff" "-o" "results/counts/SRR10379723.txt" "results/mapping/SRR10379723_aligned.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRR10379723_aligned.bam
gene-SAOUHSC_00046	CP000253.1	48313	49056	+	744	336
gene-SAOUHSC_00047	CP000253.1	49490	50092	+	603	383
gene-SAOUHSC_00049	CP000253.1	50359	53511	+	3153	1883
gene-SAOUHSC_00050	CP000253.1	53568	54050	+	483	1188
gene-SAOUHSC_00051	CP000253.1	54255	55241	+	987	193
gene-SAOUHSC_00052	CP000253.1	55462	56232	+	771	116
gene-SAOUHSC_00053	CP000253.1	56284	57054	+	771	217
gene-SAOUHSC_00054	CP000253.1	57118	57888	+	771	299
gene-SAOUHSC_00055	CP000253.1	57955	58722	+	768	409
gene-SAOUHSC_00056	CP000253.1	58855	61053	+	2199	1841
gene-SAOUHSC_00057	CP000253.1	61204	62382	+	1179	366
gene-SAOUHSC_00058	CP000253.1	62384	63772	+	1389	597
gene-SAOUHSC_00060	CP000253.1	64265	65926	-	1662	1813
gene-SAOUHSC_00061	CP000253.1	66252	68027	-	1776	1188
gene-SAOUHSC_00062	CP000253.1	68201	69073	-	873	47
gene-SAOUHSC_00064	CP000253.1	69186	70583	+	1398	98
gene-SAOUHSC_00065	CP000253.1	70773	71246	+	474	256
gene-SAOUHSC_00067	CP000253.1	71508	73100	+	1593	3723
gene-SAOUHSC_00069	CP000253.1	73429	74979	-	1551	1483
gene-SAOUHSC_00070	CP000253.1	75400	76152	-	753	304
gene-SAOUHSC_00071	CP000253.1	76521	77435	-	915	2427
gene-SAOUHSC_00072	CP000253.1	77516	78511	-	996	307
gene-SAOUHSC_00074	CP000253.1	78527	79519	-	993	444
gene-SAOUHSC_00075	CP000253.1	79885	80730	+	846	124
gene-SAOUHSC_00076	CP000253.1	80727	81737	+	1011	191
gene-SAOUHSC_00077	CP000253.1	81758	83512	+	1755	418
gene-SAOUHSC_00078	CP000253.1	83505	84761	+	1257	288
gene-SAOUHSC_00079	CP000253.1	84751	86487	+	1737	393
gene-SAOUHSC_00080	CP000253.1	86396	88246	+	1851	655
gene-SAOUHSC_00081	CP000253.1	88221	88997	+	777	357
gene-SAOUHSC_00082	CP000253.1	88997	90199	+	1203	618
gene-SAOUHSC_00083	CP000253.1	90203	90967	+	765	768
gene-SAOUHSC_A00084	CP000253.1	90905	91096	-	192	4
gene-SAOUHSC_00084	CP000253.1	91163	91570	+	408	49
gene-SAOUHSC_00085	CP000253.1	91620	92246	+	627	91
gene-SAOUHSC_00086	CP000253.1	92458	93234	+	777	2269
gene-SAOUHSC_00087	CP000253.1	93378	93500	+	123	6
gene-SAOUHSC_00088	CP000253.1	93570	94550	+	981	63
gene-SAOUHSC_00089	CP000253.1	94513	95205	+	693	41
gene-SAOUHSC_00090	CP000253.1	95415	96581	+	1167	73
gene-SAOUHSC_00091	CP000253.1	96562	97800	+	1239	73
gene-SAOUHSC_00092	CP000253.1	97790	99220	+	1431	826
gene-SAOUHSC_00093	CP000253.1	99488	100087	+	600	2816
gene-SAOUHSC_00094	CP000253.1	100455	101054	+	600	47328
gene-SAOUHSC_00096	CP000253.1	101370	102125	-	756	1410
gene-SAOUHSC_A00097	CP000253.1	102228	102452	-	225	48
gene-SAOUHSC_00097	CP000253.1	102361	103068	+	708	3689
gene-SAOUHSC_00099	CP000253.1	103075	104427	+	1353	7924
gene-SAOUHSC_00100	CP000253.1	104508	105170	+	663	11123
gene-SAOUHSC_00101	CP000253.1	105198	106376	+	1179	12674
gene-SAOUHSC_00102	CP000253.1	106507	107322	-	816	166
gene-SAOUHSC_00103	CP000253.1	107319	108119	-	801	111
gene-SAOUHSC_00104	CP000253.1	108121	108894	-	774	128
gene-SAOUHSC_00105	CP000253.1	109108	110064	-	957	145
gene-SAOUHSC_00106	CP000253.1	110293	111837	+	1545	777
gene-SAOUHSC_00107	CP000253.1	111888	113423	+	1536	1453
gene-SAOUHSC_00108	CP000253.1	113507	113710	+	204	11
gene-SAOUHSC_00109	CP000253.1	114083	114568	+	486	31
gene-SAOUHSC_00110	CP000253.1	114553	114843	+	291	59
gene-SAOUHSC_00111	CP000253.1	114927	115214	+	288	15
gene-SAOUHSC_00112	CP000253.1	115867	116088	+	222	218
gene-SAOUHSC_00113	CP000253.1	116538	119147	+	2610	1340
gene-SAOUHSC_00114	CP000253.1	119492	120160	+	669	981
gene-SAOUHSC_00115	CP000253.1	120176	120862	+	687	1136
gene-SAOUHSC_00116	CP000253.1	120865	121629	+	765	1424
gene-SAOUHSC_00117	CP000253.1	121649	123472	+	1824	2629
gene-SAOUHSC_00118	CP000253.1	123462	124490	+	1029	1586
gene-SAOUHSC_00119	CP000253.1	124503	125612	+	1110	1610
gene-SAOUHSC_00120	CP000253.1	125616	126740	+	1125	1698
gene-SAOUHSC_00121	CP000253.1	126743	127369	+	627	746
gene-SAOUHSC_00122	CP000253.1	127374	128483	+	1110	1076
gene-SAOUHSC_00123	CP000253.1	128497	129663	+	1167	739
gene-SAOUHSC_00124	CP000253.1	129656	130861	+	1206	613
gene-SAOUHSC_00125	CP000253.1	130862	132067	+	1206	1643
gene-SAOUHSC_00126	CP000253.1	132078	132635	+	558	824
gene-SAOUHSC_00127	CP000253.1	132635	133522	+	888	1589
gene-SAOUHSC_00128	CP000253.1	133576	134838	+	1263	2214
gene-SAOUHSC_00129	CP000253.1	134915	136060	+	1146	2754
gene-SAOUHSC_00130	CP000253.1	136125	136451	-	327	738
gene-SAOUHSC_00131	CP000253.1	136458	136841	-	384	533
gene-SAOUHSC_00132	CP000253.1	137268	138755	+	1488	4556
gene-SAOUHSC_00133	CP000253.1	139401	140360	+	960	384
gene-SAOUHSC_00134	CP000253.1	140422	140625	-	204	16
gene-SAOUHSC_00135	CP000253.1	140804	141316	+	513	945
gene-SAOUHSC_00136	CP000253.1	141658	142398	+	741	219
gene-SAOUHSC_00137	CP000253.1	142412	143386	+	975	344
gene-SAOUHSC_00138	CP000253.1	143383	144144	+	762	258
gene-SAOUHSC_00139	CP000253.1	144157	145188	+	1032	835
gene-SAOUHSC_00141	CP000253.1	145405	145764	+	360	20392
gene-SAOUHSC_00142	CP000253.1	145937	146962	+	1026	1168
gene-SAOUHSC_00143	CP000253.1	147348	148598	+	1251	6820
gene-SAOUHSC_00144	CP000253.1	149045	156220	+	7176	76111
gene-SAOUHSC_00145	CP000253.1	156233	156877	+	645	11704
gene-SAOUHSC_00146	CP000253.1	157205	157684	-	480	3232
gene-SAOUHSC_00147	CP000253.1	157954	158718	-	765	2698
gene-SAOUHSC_00148	CP000253.1	158734	159975	-	1242	3022
gene-SAOUHSC_00149	CP000253.1	159987	161018	-	1032	732
gene-SAOUHSC_00150	CP000253.1	161057	162241	-	1185	966
gene-SAOUHSC_00151	CP000253.1	162494	163849	-	1356	1601
gene-SAOUHSC_00152	CP000253.1	164125	164622	-	498	832
gene-SAOUHSC_00153	CP000253.1	164749	166389	-	1641	1262
gene-SAOUHSC_00154	CP000253.1	166583	166684	+	102	25
gene-SAOUHSC_00155	CP000253.1	166663	168660	-	1998	3547
gene-SAOUHSC_00156	CP000253.1	169309	170349	+	1041	2080
gene-SAOUHSC_00157	CP000253.1	170349	171245	+	897	1393
gene-SAOUHSC_00158	CP000253.1	171257	172711	+	1455	2306
gene-SAOUHSC_00160	CP000253.1	172714	173589	+	876	1701
gene-SAOUHSC_00161	CP000253.1	173783	174064	-	282	48
gene-SAOUHSC_00162	CP000253.1	174277	177066	+	2790	1768
gene-SAOUHSC_00163	CP000253.1	177271	178113	+	843	742
gene-SAOUHSC_00164	CP000253.1	178115	179038	+	924	672
gene-SAOUHSC_00166	CP000253.1	179025	180137	+	1113	1106
gene-SAOUHSC_00167	CP000253.1	180402	181994	-	1593	2792
gene-SAOUHSC_00168	CP000253.1	181951	183429	+	1479	98
gene-SAOUHSC_00169	CP000253.1	183435	184598	+	1164	128
gene-SAOUHSC_00170	CP000253.1	184615	186390	+	1776	431
gene-SAOUHSC_00171	CP000253.1	186428	188434	+	2007	668
gene-SAOUHSC_00172	CP000253.1	188732	189505	-	774	2214
gene-SAOUHSC_00173	CP000253.1	189695	190321	-	627	35288
gene-SAOUHSC_00174	CP000253.1	190530	191108	+	579	1790
gene-SAOUHSC_00175	CP000253.1	191491	192588	+	1098	178
gene-SAOUHSC_00176	CP000253.1	192601	193872	+	1272	543
gene-SAOUHSC_00177	CP000253.1	193875	195143	+	1269	695
gene-SAOUHSC_00178	CP000253.1	195145	195984	+	840	553
gene-SAOUHSC_00179	CP000253.1	196058	197134	+	1077	1056
gene-SAOUHSC_00180	CP000253.1	197159	198199	+	1041	1041
gene-SAOUHSC_00181	CP000253.1	198254	199222	+	969	1329
gene-SAOUHSC_00182	CP000253.1	199583	200155	-	573	460
gene-SAOUHSC_00183	CP000253.1	200310	201689	+	1380	3630
gene-SAOUHSC_00184	CP000253.1	202048	202806	-	759	389
gene-SAOUHSC_00185	CP000253.1	202799	204355	-	1557	479
gene-SAOUHSC_00186	CP000253.1	204352	205320	-	969	218
gene-SAOUHSC_00187	CP000253.1	205908	208157	+	2250	6919
gene-SAOUHSC_00188	CP000253.1	208180	208935	+	756	2979
gene-SAOUHSC_00189	CP000253.1	209039	209233	+	195	37
gene-SAOUHSC_00190	CP000253.1	209271	211034	+	1764	870
gene-SAOUHSC_00191	CP000253.1	211198	211542	-	345	2171
gene-SAOUHSC_00192	CP000253.1	211732	213642	+	1911	4999
gene-SAOUHSC_00193	CP000253.1	213824	213931	-	108	18
gene-SAOUHSC_00194	CP000253.1	213950	214120	-	171	321
gene-SAOUHSC_00195	CP000253.1	214246	215430	-	1185	1965
gene-SAOUHSC_00196	CP000253.1	215460	217721	-	2262	2428
gene-SAOUHSC_00197	CP000253.1	217907	219118	-	1212	1106
gene-SAOUHSC_00198	CP000253.1	219230	220735	-	1506	1752
gene-SAOUHSC_00199	CP000253.1	220761	222338	-	1578	2061
gene-SAOUHSC_00200	CP000253.1	222779	223921	+	1143	646
gene-SAOUHSC_00201	CP000253.1	224235	225647	-	1413	1866
gene-SAOUHSC_00202	CP000253.1	225908	226264	-	357	29
gene-SAOUHSC_00203	CP000253.1	226421	226594	-	174	72
gene-SAOUHSC_00204	CP000253.1	226620	227765	-	1146	870
gene-SAOUHSC_00205	CP000253.1	227920	228027	+	108	41
gene-SAOUHSC_00206	CP000253.1	228482	229291	+	810	10665
gene-SAOUHSC_00208	CP000253.1	229502	229645	+	144	55
gene-SAOUHSC_00209	CP000253.1	229611	231140	-	1530	997
gene-SAOUHSC_00211	CP000253.1	231502	232437	+	936	195
gene-SAOUHSC_00212	CP000253.1	232547	232645	+	99	0
gene-SAOUHSC_00213	CP000253.1	232776	234872	+	2097	162
gene-SAOUHSC_00214	CP000253.1	234857	235324	+	468	47
gene-SAOUHSC_00215	CP000253.1	235347	235625	+	279	49
gene-SAOUHSC_00216	CP000253.1	235852	237111	+	1260	234
gene-SAOUHSC_00217	CP000253.1	237129	238184	+	1056	307
gene-SAOUHSC_00218	CP000253.1	238186	238332	+	147	17
gene-SAOUHSC_00219	CP000253.1	238356	239399	+	1044	535
gene-SAOUHSC_00220	CP000253.1	239969	240643	+	675	494
gene-SAOUHSC_00221	CP000253.1	240636	241661	+	1026	843
gene-SAOUHSC_A00219	CP000253.1	241570	241857	-	288	22
gene-SAOUHSC_00222	CP000253.1	241836	243377	+	1542	1830
gene-SAOUHSC_00223	CP000253.1	243805	244974	+	1170	1140
gene-SAOUHSC_00225	CP000253.1	245250	245966	+	717	1914
gene-SAOUHSC_00226	CP000253.1	245959	246984	+	1026	4756
gene-SAOUHSC_00227	CP000253.1	247006	248694	+	1689	11807
gene-SAOUHSC_00228	CP000253.1	248727	250451	+	1725	27074
gene-SAOUHSC_00229	CP000253.1	250591	251265	+	675	480
gene-SAOUHSC_00230	CP000253.1	251527	253266	+	1740	662
gene-SAOUHSC_00231	CP000253.1	253269	254009	+	741	117
gene-SAOUHSC_00232	CP000253.1	254122	254565	+	444	119
gene-SAOUHSC_00233	CP000253.1	254558	255259	+	702	531
gene-SAOUHSC_00234	CP000253.1	255367	256071	-	705	913
gene-SAOUHSC_00235	CP000253.1	256220	257011	+	792	354
gene-SAOUHSC_00236	CP000253.1	257027	258463	+	1437	651
gene-SAOUHSC_00237	CP000253.1	258896	259657	-	762	86
gene-SAOUHSC_00238	CP000253.1	259676	259810	+	135	28
gene-SAOUHSC_00239	CP000253.1	259908	260822	-	915	1237
gene-SAOUHSC_00240	CP000253.1	260850	261254	-	405	541
gene-SAOUHSC_00241	CP000253.1	261269	262150	-	882	999
gene-SAOUHSC_00242	CP000253.1	262382	263380	-	999	589
gene-SAOUHSC_00243	CP000253.1	263531	263710	+	180	152
gene-SAOUHSC_00244	CP000253.1	263760	264152	+	393	867
gene-SAOUHSC_00245	CP000253.1	264380	264784	+	405	49
gene-SAOUHSC_00246	CP000253.1	264825	266201	-	1377	1387
gene-SAOUHSC_00247	CP000253.1	266435	267427	+	993	520
gene-SAOUHSC_00248	CP000253.1	267753	268703	+	951	1230
gene-SAOUHSC_00249	CP000253.1	268755	269414	-	660	316
gene-SAOUHSC_00250	CP000253.1	269428	270348	-	921	274
gene-SAOUHSC_00251	CP000253.1	270345	271511	-	1167	99
gene-SAOUHSC_00253	CP000253.1	271579	273102	-	1524	1497
gene-SAOUHSC_00254	CP000253.1	273373	274026	+	654	71
gene-SAOUHSC_00255	CP000253.1	274060	274647	+	588	332
gene-SAOUHSC_00256	CP000253.1	274790	275683	-	894	1293
gene-SAOUHSC_00257	CP000253.1	275931	276224	+	294	2590
gene-SAOUHSC_00258	CP000253.1	276308	279337	+	3030	2586
gene-SAOUHSC_00259	CP000253.1	279337	279795	+	459	504
gene-SAOUHSC_00260	CP000253.1	279728	280009	+	282	11
gene-SAOUHSC_00261	CP000253.1	280022	281356	+	1335	135
gene-SAOUHSC_00262	CP000253.1	281378	285817	+	4440	922
gene-SAOUHSC_00264	CP000253.1	285847	286239	+	393	71
gene-SAOUHSC_00265	CP000253.1	286255	286569	+	315	66
gene-SAOUHSC_00266	CP000253.1	286569	287243	+	675	133
gene-SAOUHSC_00267	CP000253.1	287243	287560	+	318	61
gene-SAOUHSC_00268	CP000253.1	287570	289414	+	1845	1502
gene-SAOUHSC_00269	CP000253.1	289425	289916	+	492	996
gene-SAOUHSC_00270	CP000253.1	290124	290807	+	684	133
gene-SAOUHSC_00271	CP000253.1	290954	291565	+	612	54
gene-SAOUHSC_00272	CP000253.1	291701	291919	+	219	876
gene-SAOUHSC_00274	CP000253.1	292051	292551	+	501	37
gene-SAOUHSC_00275	CP000253.1	292421	293062	+	642	102
gene-SAOUHSC_00276	CP000253.1	293073	293573	+	501	104
gene-SAOUHSC_00277	CP000253.1	293584	294084	+	501	78
gene-SAOUHSC_00278	CP000253.1	294095	294583	+	489	76
gene-SAOUHSC_00279	CP000253.1	295206	295580	+	375	1620
gene-SAOUHSC_00280	CP000253.1	295733	296131	+	399	2079
gene-SAOUHSC_00281	CP000253.1	296347	297171	-	825	505
gene-SAOUHSC_00282	CP000253.1	297408	298685	-	1278	4084
gene-SAOUHSC_00284	CP000253.1	299299	300189	+	891	353
gene-SAOUHSC_A00283	CP000253.1	300206	300439	-	234	6
gene-SAOUHSC_00285	CP000253.1	300438	301487	+	1050	3082
gene-SAOUHSC_00287	CP000253.1	301500	302177	+	678	2841
gene-SAOUHSC_00289	CP000253.1	302336	302476	-	141	8
gene-SAOUHSC_00290	CP000253.1	302466	303416	+	951	3358
gene-SAOUHSC_00291	CP000253.1	303759	304877	+	1119	108
gene-SAOUHSC_00292	CP000253.1	304852	305775	+	924	249
gene-SAOUHSC_00293	CP000253.1	305786	307006	+	1221	495
gene-SAOUHSC_00294	CP000253.1	307111	308643	-	1533	2413
gene-SAOUHSC_00295	CP000253.1	308683	309564	-	882	1336
gene-SAOUHSC_00296	CP000253.1	309722	310582	+	861	837
gene-SAOUHSC_00297	CP000253.1	310860	311660	-	801	678
gene-SAOUHSC_00298	CP000253.1	311800	312468	+	669	1774
gene-SAOUHSC_00299	CP000253.1	312595	313908	-	1314	286
gene-SAOUHSC_00300	CP000253.1	314326	316398	+	2073	51281
gene-SAOUHSC_00301	CP000253.1	316640	317467	-	828	887
gene-SAOUHSC_00302	CP000253.1	317540	318739	-	1200	601
gene-SAOUHSC_00303	CP000253.1	318835	318927	+	93	31
gene-SAOUHSC_00304	CP000253.1	319041	320042	+	1002	229
gene-SAOUHSC_00305	CP000253.1	320136	320408	+	273	110
gene-SAOUHSC_00306	CP000253.1	320409	321209	+	801	254
gene-SAOUHSC_00307	CP000253.1	321199	322143	+	945	284
gene-SAOUHSC_00308	CP000253.1	322121	323143	+	1023	429
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	2075
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	1571
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	254
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	378
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	1478
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	5896
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	3108
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	1375
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	2641
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	750
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	2042
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	1205
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	182
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	81
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	340
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	167
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	463
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	944
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	924
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	374
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	436
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	166
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	1066
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	2261
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	2896
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	545
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	13
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	5503
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	3543
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	6662
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	2900
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	1195
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	1132
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	292
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	1840
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	682
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	4688
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	29812
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	43206
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	76653
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	37219
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	212
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	86
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	79
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	724
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	141
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	12232
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	1758
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	14522
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	43
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	672
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	357
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	1652
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	96
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	60470
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	23411
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	5222
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	14536
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	51
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	9534
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	2768
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	5994
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	978
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	3149
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	8698
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	12507
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	592
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	153
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	68
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	105
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	257
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	550
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	1323
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	321
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	492
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	1
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	120
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	251
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	37
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	235
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	466
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	206
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	232
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	575
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	30
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	400
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	305
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	105
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	727
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	3315
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	148
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	310
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	607
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	1304
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	500
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	506
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	768
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	4370
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	41
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	1708
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	6122
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	1954
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	55
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	1293
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	2614
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	49
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	4342
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	2782
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	12122
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	2953
