# Program:featureCounts v1.4.6-p3; Command:"/usr/local/bin/subread-1.4.6-p3-Linux-x86_64/bin/featureCounts" "-p" "-t" "gene" "-g" "ID" "-T" "16" "-s" "1" "-a" "results/counts/gencode.gff" "-o" "results/counts/SRR10379726.txt" "results/mapping/SRR10379726_aligned.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRR10379726_aligned.bam
gene-SAOUHSC_00211	CP000253.1	231502	232437	+	936	280
gene-SAOUHSC_00212	CP000253.1	232547	232645	+	99	0
gene-SAOUHSC_00213	CP000253.1	232776	234872	+	2097	20
gene-SAOUHSC_00214	CP000253.1	234857	235324	+	468	3
gene-SAOUHSC_00215	CP000253.1	235347	235625	+	279	2
gene-SAOUHSC_00216	CP000253.1	235852	237111	+	1260	24
gene-SAOUHSC_00217	CP000253.1	237129	238184	+	1056	74
gene-SAOUHSC_00218	CP000253.1	238186	238332	+	147	6
gene-SAOUHSC_00219	CP000253.1	238356	239399	+	1044	176
gene-SAOUHSC_00220	CP000253.1	239969	240643	+	675	1235
gene-SAOUHSC_00221	CP000253.1	240636	241661	+	1026	530
gene-SAOUHSC_A00219	CP000253.1	241570	241857	-	288	0
gene-SAOUHSC_00222	CP000253.1	241836	243377	+	1542	1166
gene-SAOUHSC_00223	CP000253.1	243805	244974	+	1170	347
gene-SAOUHSC_00225	CP000253.1	245250	245966	+	717	522
gene-SAOUHSC_00226	CP000253.1	245959	246984	+	1026	1304
gene-SAOUHSC_00227	CP000253.1	247006	248694	+	1689	2366
gene-SAOUHSC_00228	CP000253.1	248727	250451	+	1725	6675
gene-SAOUHSC_00229	CP000253.1	250591	251265	+	675	503
gene-SAOUHSC_00230	CP000253.1	251527	253266	+	1740	1083
gene-SAOUHSC_00231	CP000253.1	253269	254009	+	741	70
gene-SAOUHSC_00232	CP000253.1	254122	254565	+	444	177
gene-SAOUHSC_00233	CP000253.1	254558	255259	+	702	1696
gene-SAOUHSC_00234	CP000253.1	255367	256071	-	705	64
gene-SAOUHSC_00235	CP000253.1	256220	257011	+	792	17
gene-SAOUHSC_00236	CP000253.1	257027	258463	+	1437	102
gene-SAOUHSC_00237	CP000253.1	258896	259657	-	762	18
gene-SAOUHSC_00238	CP000253.1	259676	259810	+	135	2
gene-SAOUHSC_00239	CP000253.1	259908	260822	-	915	941
gene-SAOUHSC_00240	CP000253.1	260850	261254	-	405	129
gene-SAOUHSC_00241	CP000253.1	261269	262150	-	882	848
gene-SAOUHSC_00242	CP000253.1	262382	263380	-	999	554
gene-SAOUHSC_00243	CP000253.1	263531	263710	+	180	0
gene-SAOUHSC_00244	CP000253.1	263760	264152	+	393	16
gene-SAOUHSC_00245	CP000253.1	264380	264784	+	405	22
gene-SAOUHSC_00246	CP000253.1	264825	266201	-	1377	137
gene-SAOUHSC_00247	CP000253.1	266435	267427	+	993	122
gene-SAOUHSC_00248	CP000253.1	267753	268703	+	951	747
gene-SAOUHSC_00249	CP000253.1	268755	269414	-	660	24
gene-SAOUHSC_00250	CP000253.1	269428	270348	-	921	14
gene-SAOUHSC_00251	CP000253.1	270345	271511	-	1167	7
gene-SAOUHSC_00253	CP000253.1	271579	273102	-	1524	32
gene-SAOUHSC_00254	CP000253.1	273373	274026	+	654	3
gene-SAOUHSC_00255	CP000253.1	274060	274647	+	588	22
gene-SAOUHSC_00256	CP000253.1	274790	275683	-	894	412
gene-SAOUHSC_00257	CP000253.1	275931	276224	+	294	1722
gene-SAOUHSC_00258	CP000253.1	276308	279337	+	3030	83
gene-SAOUHSC_00259	CP000253.1	279337	279795	+	459	7
gene-SAOUHSC_00260	CP000253.1	279728	280009	+	282	0
gene-SAOUHSC_00261	CP000253.1	280022	281356	+	1335	5
gene-SAOUHSC_00262	CP000253.1	281378	285817	+	4440	116
gene-SAOUHSC_00264	CP000253.1	285847	286239	+	393	11
gene-SAOUHSC_00265	CP000253.1	286255	286569	+	315	55
gene-SAOUHSC_00266	CP000253.1	286569	287243	+	675	16
gene-SAOUHSC_00267	CP000253.1	287243	287560	+	318	21
gene-SAOUHSC_00268	CP000253.1	287570	289414	+	1845	1448
gene-SAOUHSC_00269	CP000253.1	289425	289916	+	492	505
gene-SAOUHSC_00270	CP000253.1	290124	290807	+	684	50
gene-SAOUHSC_00271	CP000253.1	290954	291565	+	612	29
gene-SAOUHSC_00272	CP000253.1	291701	291919	+	219	21
gene-SAOUHSC_00274	CP000253.1	292051	292551	+	501	12
gene-SAOUHSC_00275	CP000253.1	292421	293062	+	642	25
gene-SAOUHSC_00276	CP000253.1	293073	293573	+	501	22
gene-SAOUHSC_00277	CP000253.1	293584	294084	+	501	40
gene-SAOUHSC_00278	CP000253.1	294095	294583	+	489	24
gene-SAOUHSC_00279	CP000253.1	295206	295580	+	375	52
gene-SAOUHSC_00280	CP000253.1	295733	296131	+	399	199
gene-SAOUHSC_00281	CP000253.1	296347	297171	-	825	925
gene-SAOUHSC_00282	CP000253.1	297408	298685	-	1278	1710
gene-SAOUHSC_00284	CP000253.1	299299	300189	+	891	41
gene-SAOUHSC_A00283	CP000253.1	300206	300439	-	234	0
gene-SAOUHSC_00285	CP000253.1	300438	301487	+	1050	1280
gene-SAOUHSC_00287	CP000253.1	301500	302177	+	678	2826
gene-SAOUHSC_00289	CP000253.1	302336	302476	-	141	0
gene-SAOUHSC_00290	CP000253.1	302466	303416	+	951	1206
gene-SAOUHSC_00291	CP000253.1	303759	304877	+	1119	100
gene-SAOUHSC_00292	CP000253.1	304852	305775	+	924	231
gene-SAOUHSC_00293	CP000253.1	305786	307006	+	1221	150
gene-SAOUHSC_00294	CP000253.1	307111	308643	-	1533	206
gene-SAOUHSC_00295	CP000253.1	308683	309564	-	882	192
gene-SAOUHSC_00296	CP000253.1	309722	310582	+	861	517
gene-SAOUHSC_00297	CP000253.1	310860	311660	-	801	682
gene-SAOUHSC_00298	CP000253.1	311800	312468	+	669	276
gene-SAOUHSC_00299	CP000253.1	312595	313908	-	1314	59
gene-SAOUHSC_00300	CP000253.1	314326	316398	+	2073	23472
gene-SAOUHSC_00301	CP000253.1	316640	317467	-	828	307
gene-SAOUHSC_00302	CP000253.1	317540	318739	-	1200	272
gene-SAOUHSC_00303	CP000253.1	318835	318927	+	93	5
gene-SAOUHSC_00304	CP000253.1	319041	320042	+	1002	110
gene-SAOUHSC_00305	CP000253.1	320136	320408	+	273	37
gene-SAOUHSC_00306	CP000253.1	320409	321209	+	801	76
gene-SAOUHSC_00307	CP000253.1	321199	322143	+	945	135
gene-SAOUHSC_00308	CP000253.1	322121	323143	+	1023	170
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	3309
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	320
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	108
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	87
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	521
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	513
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	45
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	29
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	1856
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	585
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	1459
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	308
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	114
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	47
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	1211
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	29
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	225
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	116
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	876
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	488
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	222
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	16
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	74
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	216
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	265
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	99
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	0
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	3724
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	945
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	891
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	783
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	651
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	464
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	270
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	463
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	61
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	1231
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	27
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	5371
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	20398
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	11696
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	43
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	67
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	23
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	112
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	10
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	14363
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	304
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	77147
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	1
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	54
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	156
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	244
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	10
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	10160
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	4195
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	1758
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	647
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	6
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	3972
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	1332
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	2818
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	320
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	1459
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	8803
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	10865
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	29
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	7
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	1
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	17
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	27
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	101
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	109
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	46
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	46
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	0
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	24
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	4
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	0
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	39
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	37
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	14
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	11
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	14
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	0
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	659
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	276
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	9
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	192
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	308
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	24
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	52
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	134
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	301
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	64
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	120
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	25
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	105
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	2
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	2457
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	15293
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	1467
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	1
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	225
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	531
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	12
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	2892
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	47
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	72
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	176
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	93
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	136
